ics_weight,R,_step,C,_timestamp,res_loss,res_grad_norm,l2_error,_runtime,data_weight,ics_grad_norm,data_grad_norm,u_pred,data_loss,res_weight,ics_loss
2.55462908744812,1.0999993085861206,0,1.0999993085861206,1733825939.74229,0.6381001472473145,1.7007615566253662,0.762055516242981,2.378295,0.9348351955413818,1.491793155670166,70.85836791992188,"{'_type': 'plotly-file', 'sha256': '1932a1efde052c716fe9bd5d3f60f7ce9af6e86a08bce03caf33cdccddefb085', 'path': 'media/plotly/u_pred_0_1932a1efde052c716fe9.plotly.json', 'size': 11787}",31.175262451171875,2.3513288497924805,0.15461120009422302
2.55462908744812,3.3365769386291504,100,2.4909780025482178,1733825939.997365,0.05859352648258209,0.23466823995113373,0.08807489275932312,2.4722210000000002,0.9348351955413818,0.5291155576705933,2.9223246574401855,"{'_type': 'plotly-file', 'sha256': '0eab07ce02174d1067c51c51a12f14d7f2088ec57431364ceb292ca6c63f5c06', 'path': 'media/plotly/u_pred_0_0eab07ce02174d1067c5.plotly.json', 'size': 11757}",0.4164290428161621,2.3513288497924805,0.00592711241915822
2.55462908744812,4.499527454376221,200,2.1498827934265137,1733825940.091296,0.05135660618543625,0.24179735779762268,0.07835160940885544,2.573829,0.9348351955413818,0.3369055390357971,3.8057315349578857,"{'_type': 'plotly-file', 'sha256': 'a30f783e05c02b841b9762ff6bdedebb99ea5db4e8d5e81aa16f1375a57bd895', 'path': 'media/plotly/u_pred_100_a30f783e05c02b841b97.plotly.json', 'size': 11754}",0.3295586109161377,2.3513288497924805,0.002324528293684125
2.55462908744812,5.5702924728393555,300,1.5993709564208984,1733825940.1929018,0.04076928272843361,0.2182828187942505,0.07531820237636566,2.668342,0.9348351955413818,0.2736014425754547,8.842251777648926,"{'_type': 'plotly-file', 'sha256': 'fbc682162403da3b163aa1ff641bda748fded3331c5d4356bf37862685a64244', 'path': 'media/plotly/u_pred_200_fbc682162403da3b163a.plotly.json', 'size': 11757}",0.3045346438884735,2.3513288497924805,0.0015340482350438833
2.55462908744812,6.592737197875977,400,1.0171445608139038,1733825940.287426,0.03416354954242706,0.23558452725410461,0.07081484794616699,2.762379,0.9348351955413818,0.2700830399990082,6.0282697677612305,"{'_type': 'plotly-file', 'sha256': '6d34ad3c7cf3502995b14a2b70864ef1b86c0ce75b3e30cb2e88f7ba5c68d053', 'path': 'media/plotly/u_pred_300_6d34ad3c7cf3502995b1.plotly.json', 'size': 11762}",0.2692064940929413,2.3513288497924805,0.0014991008210927248
2.55462908744812,7.59720516204834,500,0.8691363334655762,1733825940.381446,0.038331955671310425,0.2610822021961212,0.06778635084629059,2.856871,0.9348351955413818,0.21763937175273895,6.793951511383057,"{'path': 'media/plotly/u_pred_400_a76f384d2b6ac6092480.plotly.json', 'size': 11754, '_type': 'plotly-file', 'sha256': 'a76f384d2b6ac6092480d39320483333860391700bd7032312cc2d88e0f31249'}",0.2466728687286377,2.3513288497924805,0.0009726474527269602
2.55462908744812,8.536829948425293,600,0.7869585156440735,1733825940.475956,0.02725503407418728,0.19290277361869812,0.06452754884958267,3.017661,0.9348351955413818,0.354849636554718,3.457721471786499,"{'_type': 'plotly-file', 'sha256': 'b68041920642f5efeb1abb960d551d75f06edef6f1153f3ec94606f15fbb574e', 'path': 'media/plotly/u_pred_500_b68041920642f5efeb1a.plotly.json', 'size': 11752}",0.22352556884288788,2.3513288497924805,0.0026125519070774317
2.55462908744812,9.426887512207031,700,0.7206385731697083,1733825940.636711,0.02560923993587494,0.23530709743499756,0.06938855350017548,3.11912,0.9348351955413818,0.04616717994213104,15.726350784301758,"{'_type': 'plotly-file', 'sha256': '05a7be48e3ced2f6b4a306fbcbfb1d5f253150ef229aedd0f53dda79b895dae1', 'path': 'media/plotly/u_pred_600_05a7be48e3ced2f6b4a3.plotly.json', 'size': 11757}",0.25847142934799194,2.3513288497924805,4.413020360516384e-05
2.55462908744812,10.281754493713379,800,0.6630764007568359,1733825940.738174,0.023480964824557304,0.22131380438804626,0.06701861321926117,3.213582,0.9348351955413818,0.05525420233607292,14.308223724365234,"{'_type': 'plotly-file', 'sha256': '969af819ef6fa4bfb3bc102569d6e0106832571c136d3010baa542011d340b00', 'path': 'media/plotly/u_pred_700_969af819ef6fa4bfb3bc.plotly.json', 'size': 11754}",0.24111691117286682,2.3513288497924805,6.346921145450324e-05
2.55462908744812,11.102471351623535,900,0.6184608340263367,1733825940.8326669,0.024989910423755646,0.16145700216293335,0.06602749973535538,3.410682,0.9348351955413818,0.5659504532814026,16.004484176635742,"{'_type': 'plotly-file', 'sha256': 'd68145b8b51a2db462d6e42f93e160676e446723a004a6dab552b4d9514d509d', 'path': 'media/plotly/u_pred_800_d68145b8b51a2db462d6.plotly.json', 'size': 11751}",0.2340380996465683,2.3513288497924805,0.0066597191616892815
